test case,benchmark name,samples,iterations,estimated,mean,low mean,high mean,std dev,low std dev,high std dev,tags,raw
generating large command graphs for N nodes - 1,chain topology,100,1,8196500,85241.3100,84949.0600,85725.4700,1888.1625,1322.0597,2856.5805,"benchmark,group:command-graph","84809.0000,84588.0000,96271.0000,85530.0000,85731.0000,85190.0000,85049.0000,84879.0000,84518.0000,84799.0000,84969.0000,84818.0000,84718.0000,84799.0000,90058.0000,85209.0000,85230.0000,84408.0000,84459.0000,84398.0000,84408.0000,84719.0000,84829.0000,84679.0000,84589.0000,89598.0000,84678.0000,84859.0000,84809.0000,84759.0000,84899.0000,84588.0000,84388.0000,84598.0000,84439.0000,84538.0000,84739.0000,89548.0000,84869.0000,84559.0000,84458.0000,84509.0000,84458.0000,84649.0000,84388.0000,84689.0000,84909.0000,84609.0000,84659.0000,92143.0000,84939.0000,84649.0000,84789.0000,84598.0000,84829.0000,84798.0000,84508.0000,84859.0000,84398.0000,84459.0000,84668.0000,89818.0000,84859.0000,84619.0000,84428.0000,84599.0000,84528.0000,84569.0000,84418.0000,84318.0000,84859.0000,84318.0000,89898.0000,84729.0000,84779.0000,84759.0000,84649.0000,84288.0000,84598.0000,84518.0000,84017.0000,84678.0000,84889.0000,84969.0000,90199.0000,84709.0000,84799.0000,84779.0000,84559.0000,84518.0000,84819.0000,84659.0000,84759.0000,84578.0000,84648.0000,84459.0000,90279.0000,84669.0000,84468.0000,84639.0000"
generating large command graphs for N nodes - 1,expanding tree topology,100,1,15583000,158522.4400,158087.5700,159082.1000,2505.7227,2046.7633,2954.0298,"benchmark,group:command-graph","158379.0000,156685.0000,165312.0000,159410.0000,163559.0000,158609.0000,157647.0000,157627.0000,157266.0000,157737.0000,157727.0000,163388.0000,156926.0000,156635.0000,157978.0000,156886.0000,157607.0000,163087.0000,157336.0000,157687.0000,157357.0000,156906.0000,157276.0000,163278.0000,157487.0000,158529.0000,157567.0000,157036.0000,157206.0000,157186.0000,162847.0000,158399.0000,157376.0000,157557.0000,157026.0000,157487.0000,162947.0000,157546.0000,157416.0000,157096.0000,157757.0000,156946.0000,165802.0000,158489.0000,157667.0000,157427.0000,156916.0000,157196.0000,156565.0000,165412.0000,157467.0000,157357.0000,157477.0000,156695.0000,156956.0000,164871.0000,157577.0000,157106.0000,157557.0000,156776.0000,157226.0000,164310.0000,156916.0000,157246.0000,157728.0000,157196.0000,157096.0000,157407.0000,163468.0000,158569.0000,157807.0000,157496.0000,157376.0000,157557.0000,164350.0000,157166.0000,157407.0000,156645.0000,157065.0000,157506.0000,163398.0000,157366.0000,157487.0000,156986.0000,157828.0000,156805.0000,162547.0000,157957.0000,157146.0000,157417.0000,157226.0000,157076.0000,157237.0000,163127.0000,157758.0000,156905.0000,157357.0000,157437.0000,158098.0000,164520.0000"
generating large command graphs for N nodes - 1,contracting tree topology,100,1,16439100,186924.1400,186439.1700,187535.3100,2769.8558,2322.4798,3329.7184,"benchmark,group:command-graph","186422.0000,185169.0000,196982.0000,186361.0000,187694.0000,185630.0000,186662.0000,185590.0000,192764.0000,186943.0000,184418.0000,184869.0000,184067.0000,191682.0000,184408.0000,185450.0000,185049.0000,186421.0000,192312.0000,185920.0000,186132.0000,185830.0000,185440.0000,185981.0000,192784.0000,186291.0000,185250.0000,186181.0000,186552.0000,192343.0000,186712.0000,185429.0000,185310.0000,185831.0000,192743.0000,186873.0000,185400.0000,185450.0000,185580.0000,185129.0000,193566.0000,186291.0000,185991.0000,184889.0000,185169.0000,191912.0000,185580.0000,185330.0000,185359.0000,186322.0000,191742.0000,185560.0000,185700.0000,185049.0000,185500.0000,184659.0000,191281.0000,186532.0000,184959.0000,185680.0000,184849.0000,190680.0000,186041.0000,185099.0000,185200.0000,184418.0000,192172.0000,185460.0000,185991.0000,185971.0000,185490.0000,185149.0000,192132.0000,186171.0000,185861.0000,185069.0000,185851.0000,191481.0000,185751.0000,185800.0000,185340.0000,185620.0000,191552.0000,186211.0000,185600.0000,185159.0000,185770.0000,185320.0000,193365.0000,185350.0000,185199.0000,186021.0000,185851.0000,192503.0000,185741.0000,185570.0000,186021.0000,185520.0000,185219.0000,191721.0000"
generating large command graphs for N nodes - 1,wave_sim topology,100,1,81426900,815116.5000,813956.1000,817683.0200,8328.6759,3585.5397,14442.9197,"benchmark,group:command-graph","814142.0000,814323.0000,862083.0000,832007.0000,817017.0000,815825.0000,815906.0000,807430.0000,815024.0000,815414.0000,816987.0000,814814.0000,808903.0000,817879.0000,814704.0000,813821.0000,813901.0000,814914.0000,810656.0000,812670.0000,814012.0000,813481.0000,817288.0000,806477.0000,813742.0000,813531.0000,816006.0000,814864.0000,814293.0000,810145.0000,816977.0000,814112.0000,816517.0000,815304.0000,808191.0000,813270.0000,812499.0000,810946.0000,816367.0000,808201.0000,815335.0000,814643.0000,818801.0000,815625.0000,814452.0000,808171.0000,814162.0000,815735.0000,814803.0000,814113.0000,809153.0000,814242.0000,817188.0000,815525.0000,816767.0000,807530.0000,815555.0000,815695.0000,815585.0000,814504.0000,816817.0000,809644.0000,817829.0000,814584.0000,814543.0000,815505.0000,809483.0000,812138.0000,816026.0000,873495.0000,816437.0000,813170.0000,807349.0000,814804.0000,815104.0000,814062.0000,815635.0000,807760.0000,816717.0000,818340.0000,814613.0000,814433.0000,814883.0000,807079.0000,812739.0000,814504.0000,815074.0000,814523.0000,809253.0000,819993.0000,816637.0000,813862.0000,815084.0000,809042.0000,813671.0000,812199.0000,813251.0000,813741.0000,818401.0000,806999.0000"
generating large command graphs for N nodes - 1,jacobi topology,100,1,28072700,292155.9300,291643.2300,292738.0600,2786.2332,2489.6552,3133.4867,"benchmark,group:command-graph","290589.0000,290730.0000,296531.0000,297643.0000,291230.0000,290630.0000,295689.0000,291701.0000,291361.0000,298053.0000,292814.0000,291852.0000,291671.0000,299146.0000,291771.0000,291421.0000,299466.0000,291771.0000,290750.0000,289978.0000,295398.0000,289788.0000,289768.0000,295408.0000,290449.0000,290068.0000,296060.0000,291761.0000,289568.0000,289697.0000,295429.0000,290449.0000,290669.0000,296341.0000,290779.0000,290489.0000,289057.0000,294777.0000,289377.0000,289858.0000,295509.0000,289928.0000,289868.0000,289557.0000,295639.0000,290569.0000,289797.0000,295499.0000,289888.0000,289006.0000,294467.0000,291381.0000,289647.0000,290279.0000,296070.0000,290930.0000,289177.0000,296119.0000,290889.0000,290439.0000,290218.0000,296120.0000,290629.0000,290249.0000,296210.0000,290880.0000,290659.0000,290550.0000,297272.0000,290599.0000,288425.0000,294808.0000,288816.0000,289096.0000,294837.0000,291300.0000,289728.0000,291050.0000,295118.0000,289848.0000,289908.0000,295358.0000,291091.0000,290930.0000,291220.0000,296050.0000,290048.0000,290790.0000,296891.0000,289948.0000,290579.0000,290850.0000,296550.0000,290800.0000,289667.0000,296370.0000,290208.0000,289827.0000,296010.0000,291441.0000"
generating large command graphs for N nodes - 4,soup topology,100,1,163785000,1938542.2400,1919579.4900,1949748.8500,72410.5691,45536.8925,101122.1152,"benchmark,group:command-graph","1955307.0000,1953183.0000,1964834.0000,1959354.0000,1961429.0000,1959705.0000,1953503.0000,1951630.0000,1960116.0000,1957180.0000,1954295.0000,1955036.0000,1959745.0000,1954895.0000,1953072.0000,1951490.0000,1959475.0000,1956519.0000,1951059.0000,1958423.0000,1960036.0000,1957812.0000,1956769.0000,1953303.0000,1958743.0000,1960697.0000,1959896.0000,1955077.0000,1952651.0000,1956879.0000,1956749.0000,1954185.0000,1956650.0000,1948975.0000,1957801.0000,1960998.0000,1955327.0000,1959195.0000,1961969.0000,1962521.0000,1962210.0000,1970876.0000,1956439.0000,1952371.0000,1959144.0000,1957461.0000,1956368.0000,1958843.0000,1960427.0000,1959996.0000,1961508.0000,1964464.0000,1959154.0000,1960136.0000,1954075.0000,1956770.0000,1955948.0000,1945338.0000,1951219.0000,1952452.0000,1962170.0000,1953483.0000,1959054.0000,1955438.0000,1959314.0000,1883030.0000,1650158.0000,1635370.0000,1637083.0000,1639177.0000,1637094.0000,1737604.0000,1958493.0000,1960196.0000,1957151.0000,1959895.0000,1955147.0000,1955698.0000,1957601.0000,1956279.0000,1957020.0000,1960186.0000,1954716.0000,1949526.0000,1959986.0000,1959766.0000,1955617.0000,1958373.0000,1955868.0000,1958714.0000,1955347.0000,1951159.0000,1958713.0000,1966999.0000,1966127.0000,1961589.0000,1958513.0000,1954495.0000,1956559.0000,1953834.0000"
generating large command graphs for N nodes - 4,chain topology,100,1,35313500,353156.5800,352541.6600,353851.9400,3319.4539,3024.4436,4033.5960,"benchmark,group:command-graph","351665.0000,357296.0000,364980.0000,351625.0000,351315.0000,357105.0000,350392.0000,355913.0000,350933.0000,350654.0000,357526.0000,350734.0000,351454.0000,357666.0000,351114.0000,349932.0000,356985.0000,350512.0000,350352.0000,356825.0000,350914.0000,350874.0000,358248.0000,350022.0000,357406.0000,352567.0000,350503.0000,358839.0000,351675.0000,350222.0000,358217.0000,351926.0000,350894.0000,357526.0000,350814.0000,349491.0000,357486.0000,351204.0000,350903.0000,357386.0000,351285.0000,357045.0000,351976.0000,350713.0000,357416.0000,351675.0000,350483.0000,356965.0000,350443.0000,350653.0000,356844.0000,350823.0000,350563.0000,356124.0000,350383.0000,350923.0000,357005.0000,351174.0000,356424.0000,351334.0000,350263.0000,357396.0000,351705.0000,350182.0000,357215.0000,350744.0000,351414.0000,357406.0000,351014.0000,350452.0000,356845.0000,350703.0000,355773.0000,353058.0000,351064.0000,356454.0000,351946.0000,350353.0000,356424.0000,350122.0000,350803.0000,357607.0000,351394.0000,349622.0000,357065.0000,350102.0000,348770.0000,355703.0000,349271.0000,349982.0000,358728.0000,350704.0000,357246.0000,350863.0000,349391.0000,356394.0000,350512.0000,350232.0000,357015.0000,351375.0000"
generating large command graphs for N nodes - 4,expanding tree topology,100,1,33800500,330790.9800,330078.0600,331616.2400,3901.4141,3478.9041,4639.1538,"benchmark,group:command-graph","328231.0000,335094.0000,337188.0000,329653.0000,334833.0000,329062.0000,327800.0000,336577.0000,329803.0000,327749.0000,334523.0000,329052.0000,327369.0000,334993.0000,327439.0000,328251.0000,335194.0000,328471.0000,327099.0000,335003.0000,329172.0000,328722.0000,339893.0000,328611.0000,327670.0000,335244.0000,329052.0000,327840.0000,335344.0000,328481.0000,328090.0000,334383.0000,329242.0000,328421.0000,338690.0000,329483.0000,327379.0000,335955.0000,327840.0000,327630.0000,334663.0000,327048.0000,328231.0000,335454.0000,327369.0000,327529.0000,338751.0000,327900.0000,326848.0000,334873.0000,327809.0000,327840.0000,344342.0000,327659.0000,327730.0000,333661.0000,328512.0000,328922.0000,334783.0000,328251.0000,327719.0000,334472.0000,327329.0000,327489.0000,334252.0000,329312.0000,326888.0000,333831.0000,328131.0000,327599.0000,334493.0000,330405.0000,326858.0000,328191.0000,335624.0000,326707.0000,327019.0000,335083.0000,327208.0000,326939.0000,334292.0000,328762.0000,328100.0000,335655.0000,327850.0000,328421.0000,336847.0000,329232.0000,328712.0000,334893.0000,329253.0000,329874.0000,336516.0000,327770.0000,329163.0000,337598.0000,328271.0000,328772.0000,336807.0000,328060.0000"
generating large command graphs for N nodes - 4,contracting tree topology,100,1,39160500,400472.6900,399759.3400,401233.5600,3758.7363,3475.4360,4077.1111,"benchmark,group:command-graph","397211.0000,400708.0000,406208.0000,397602.0000,408172.0000,397683.0000,398373.0000,405367.0000,397812.0000,407611.0000,398524.0000,398314.0000,407170.0000,397943.0000,407802.0000,397863.0000,397322.0000,404605.0000,398765.0000,406760.0000,397943.0000,397943.0000,404505.0000,396881.0000,404155.0000,397592.0000,397292.0000,404926.0000,396901.0000,403683.0000,395949.0000,396971.0000,405237.0000,398955.0000,404706.0000,397962.0000,396390.0000,404315.0000,397151.0000,407391.0000,397502.0000,396851.0000,404435.0000,397251.0000,402923.0000,399295.0000,397382.0000,404265.0000,397172.0000,406048.0000,397703.0000,397582.0000,404646.0000,398995.0000,405367.0000,398434.0000,398544.0000,403854.0000,397883.0000,404425.0000,397813.0000,397933.0000,403403.0000,397012.0000,403804.0000,397532.0000,397041.0000,403023.0000,396801.0000,403964.0000,397642.0000,399075.0000,405337.0000,397953.0000,403834.0000,398033.0000,395879.0000,403774.0000,396671.0000,404455.0000,397753.0000,398193.0000,405938.0000,398163.0000,401650.0000,397472.0000,397522.0000,403534.0000,396340.0000,403063.0000,395758.0000,396931.0000,406348.0000,396039.0000,405748.0000,397181.0000,396350.0000,404265.0000,395699.0000,403123.0000"
generating large command graphs for N nodes - 4,wave_sim topology,100,1,165380700,1762893.0900,1737276.4600,1790406.1400,135862.0924,128843.1627,138861.2580,"benchmark,group:command-graph","1924519.0000,1917916.0000,1703519.0000,1662972.0000,1644807.0000,1652232.0000,1655087.0000,1636583.0000,1643465.0000,1648305.0000,1640760.0000,1649016.0000,1649386.0000,1644838.0000,1647403.0000,1648244.0000,1647313.0000,1653474.0000,1650138.0000,1644236.0000,1650279.0000,1648565.0000,1682630.0000,1646641.0000,1640901.0000,1644387.0000,1648786.0000,1638335.0000,1647994.0000,1646601.0000,1637794.0000,1651160.0000,1647232.0000,1640079.0000,1648225.0000,1646431.0000,1648354.0000,1645900.0000,1641481.0000,1648354.0000,1650008.0000,1642493.0000,1657321.0000,1649066.0000,1638826.0000,1651771.0000,1649106.0000,1644939.0000,1654907.0000,1651260.0000,1646932.0000,1652753.0000,1653615.0000,1647323.0000,1648735.0000,1648956.0000,1655208.0000,1645870.0000,1643445.0000,1648525.0000,1690995.0000,1927434.0000,1924999.0000,1935058.0000,1915280.0000,1925580.0000,1921603.0000,1924409.0000,1920681.0000,1927815.0000,1928466.0000,1926282.0000,1928035.0000,1932554.0000,1923376.0000,1922786.0000,1920671.0000,1919779.0000,1917956.0000,1933285.0000,1922675.0000,1930309.0000,1924197.0000,1927003.0000,1923877.0000,1929879.0000,1924368.0000,1922895.0000,1926281.0000,1920270.0000,1927264.0000,1913006.0000,1925029.0000,1926592.0000,1925660.0000,1928526.0000,1944166.0000,1930560.0000,1925190.0000,1929117.0000"
generating large command graphs for N nodes - 4,jacobi topology,100,1,55372600,542545.5000,541510.7300,543586.8800,5307.6233,4780.6736,5955.3285,"benchmark,group:command-graph","540854.0000,534542.0000,541966.0000,540473.0000,533029.0000,541735.0000,541505.0000,534622.0000,541405.0000,536676.0000,547406.0000,535403.0000,544521.0000,536827.0000,543168.0000,537758.0000,547487.0000,542156.0000,547145.0000,547116.0000,541195.0000,550332.0000,544110.0000,549901.0000,544080.0000,554980.0000,542887.0000,549030.0000,543148.0000,548910.0000,550222.0000,540974.0000,550151.0000,540704.0000,548769.0000,542928.0000,549080.0000,542607.0000,548468.0000,546805.0000,547968.0000,550612.0000,545512.0000,549852.0000,542306.0000,549290.0000,537838.0000,544781.0000,537809.0000,543919.0000,536966.0000,544722.0000,545593.0000,539201.0000,548688.0000,537277.0000,545843.0000,534683.0000,542747.0000,533741.0000,541886.0000,535594.0000,544491.0000,543259.0000,535634.0000,540203.0000,535564.0000,540754.0000,533860.0000,552346.0000,538951.0000,549981.0000,544331.0000,549049.0000,533470.0000,540893.0000,539952.0000,537968.0000,548258.0000,540944.0000,547366.0000,538099.0000,539812.0000,534131.0000,543559.0000,533510.0000,540994.0000,554530.0000,540493.0000,546624.0000,540503.0000,545934.0000,539952.0000,547106.0000,540423.0000,539121.0000,533320.0000,539331.0000,533109.0000,544822.0000"
generating large command graphs for N nodes - 16,soup topology,100,1,250066200,2368192.2900,2326990.4500,2404250.0400,196163.2485,175324.9210,210377.9271,"benchmark,group:command-graph","2495872.0000,2490181.0000,2076276.0000,2066287.0000,2060647.0000,2058523.0000,2059154.0000,2063161.0000,2057490.0000,2059986.0000,2064704.0000,2058052.0000,2054125.0000,2059745.0000,2061779.0000,2055637.0000,2059264.0000,2072840.0000,2062661.0000,2058452.0000,2058313.0000,2059815.0000,2052642.0000,2058222.0000,2058122.0000,2063332.0000,2049586.0000,2060626.0000,2057871.0000,2065516.0000,2148704.0000,2279041.0000,2494139.0000,2496904.0000,2495843.0000,2496974.0000,2496153.0000,2500501.0000,2489600.0000,2500701.0000,2496764.0000,2499920.0000,2494490.0000,2493738.0000,2493448.0000,2499960.0000,2488167.0000,2496513.0000,2502865.0000,2503597.0000,2493046.0000,2499720.0000,2490242.0000,2499288.0000,2493498.0000,2500742.0000,2493337.0000,2505901.0000,2493357.0000,2498487.0000,2490392.0000,2499650.0000,2497696.0000,2498026.0000,2495121.0000,2494660.0000,2493838.0000,2497374.0000,2493537.0000,2502194.0000,2490482.0000,2512233.0000,2494659.0000,2500271.0000,2494680.0000,2499880.0000,2493147.0000,2495782.0000,2497415.0000,2495000.0000,2489771.0000,2486715.0000,2494890.0000,2490983.0000,2497014.0000,2494800.0000,2504078.0000,2488679.0000,2493939.0000,2496022.0000,2496283.0000,2489410.0000,2498227.0000,2489881.0000,2493458.0000,2487536.0000,2493397.0000,2489470.0000,2495170.0000,2498948.0000"
generating large command graphs for N nodes - 16,chain topology,100,1,121965500,1058314.8100,1057683.2800,1059063.2400,3504.7074,2976.8564,4210.5340,"benchmark,group:command-graph","1058146.0000,1065509.0000,1066721.0000,1058726.0000,1057714.0000,1057013.0000,1055690.0000,1063285.0000,1058105.0000,1057364.0000,1057214.0000,1056902.0000,1053726.0000,1054759.0000,1053487.0000,1066290.0000,1055180.0000,1053907.0000,1056492.0000,1055710.0000,1055300.0000,1054949.0000,1058716.0000,1059267.0000,1055320.0000,1054147.0000,1055239.0000,1055240.0000,1053547.0000,1052915.0000,1058786.0000,1054969.0000,1055791.0000,1065949.0000,1059467.0000,1058797.0000,1055360.0000,1063365.0000,1056673.0000,1053987.0000,1054919.0000,1056642.0000,1058205.0000,1054628.0000,1056381.0000,1057884.0000,1059979.0000,1055771.0000,1056672.0000,1060069.0000,1067293.0000,1068104.0000,1062463.0000,1062012.0000,1056903.0000,1056111.0000,1057213.0000,1058696.0000,1059667.0000,1058726.0000,1062253.0000,1059949.0000,1061361.0000,1059127.0000,1055050.0000,1058215.0000,1057784.0000,1070218.0000,1060199.0000,1060259.0000,1057424.0000,1058346.0000,1057684.0000,1057163.0000,1058155.0000,1060690.0000,1057324.0000,1058035.0000,1054939.0000,1054849.0000,1056642.0000,1054569.0000,1053296.0000,1060950.0000,1064246.0000,1058326.0000,1057434.0000,1057724.0000,1057765.0000,1057093.0000,1060610.0000,1061011.0000,1058275.0000,1057253.0000,1055671.0000,1059047.0000,1059578.0000,1057323.0000,1063656.0000,1063926.0000"
generating large command graphs for N nodes - 16,expanding tree topology,100,1,76287900,749715.4600,741635.6600,755633.8400,34893.1356,27205.6499,41935.6203,"benchmark,group:command-graph","766432.0000,768787.0000,770279.0000,766432.0000,758126.0000,764078.0000,766962.0000,763806.0000,758186.0000,782943.0000,764017.0000,762774.0000,758908.0000,763386.0000,768476.0000,765119.0000,759649.0000,765770.0000,764909.0000,766572.0000,765429.0000,758897.0000,763617.0000,765019.0000,765671.0000,759168.0000,763947.0000,763266.0000,760961.0000,757054.0000,762013.0000,765049.0000,766072.0000,758206.0000,762815.0000,767845.0000,764939.0000,761773.0000,759418.0000,765860.0000,764969.0000,763527.0000,757916.0000,765630.0000,767334.0000,765550.0000,757335.0000,764498.0000,761342.0000,765310.0000,758757.0000,766041.0000,765590.0000,766382.0000,758106.0000,764728.0000,765640.0000,763446.0000,760731.0000,756492.0000,767303.0000,767564.0000,764679.0000,760090.0000,767353.0000,764539.0000,765179.0000,756213.0000,765660.0000,762234.0000,760681.0000,755491.0000,759949.0000,760521.0000,763456.0000,761823.0000,759399.0000,765690.0000,764488.0000,764708.0000,757215.0000,762905.0000,764779.0000,770730.0000,659719.0000,662093.0000,666362.0000,656223.0000,658697.0000,662134.0000,655512.0000,664979.0000,661774.0000,656233.0000,662985.0000,663606.0000,658367.0000,722218.0000,768406.0000,757635.0000"
generating large command graphs for N nodes - 16,contracting tree topology,100,1,72018500,776043.3000,764472.6200,787535.4200,58513.7159,57836.0295,59436.1006,"benchmark,group:command-graph","829401.0000,837737.0000,720154.0000,718872.0000,718461.0000,712199.0000,722328.0000,721206.0000,729311.0000,711819.0000,719913.0000,717098.0000,710966.0000,718582.0000,717008.0000,718130.0000,712420.0000,722598.0000,716887.0000,718591.0000,712920.0000,717800.0000,717289.0000,711698.0000,718230.0000,719663.0000,719913.0000,711428.0000,724041.0000,721506.0000,715055.0000,719442.0000,719172.0000,720485.0000,711117.0000,718962.0000,719092.0000,709874.0000,716637.0000,722248.0000,720655.0000,711086.0000,718411.0000,717389.0000,713682.0000,718471.0000,724041.0000,717649.0000,711528.0000,720875.0000,719412.0000,715365.0000,831866.0000,838138.0000,836155.0000,835933.0000,835423.0000,828279.0000,836946.0000,836976.0000,833970.0000,835012.0000,835663.0000,825885.0000,833880.0000,836144.0000,833479.0000,836234.0000,835051.0000,828740.0000,834280.0000,836144.0000,836544.0000,835903.0000,837367.0000,828269.0000,834872.0000,837346.0000,834291.0000,834761.0000,835123.0000,831335.0000,833449.0000,835222.0000,833640.0000,834060.0000,835072.0000,835302.0000,827878.0000,834491.0000,837878.0000,836885.0000,834922.0000,835613.0000,832127.0000,834851.0000,835112.0000,836564.0000,837677.0000,834761.0000"
generating large command graphs for N nodes - 16,wave_sim topology,100,1,328945700,3136050.6100,3081772.9200,3196213.6400,287254.2747,263014.7942,300918.0815,"benchmark,group:command-graph","3529593.0000,3535795.0000,2941297.0000,2927391.0000,2924805.0000,2928192.0000,2923052.0000,2932952.0000,2920157.0000,2935556.0000,2923684.0000,2927150.0000,2927531.0000,2940035.0000,2932320.0000,2931809.0000,2931097.0000,2931469.0000,2937299.0000,2928071.0000,2929875.0000,2951266.0000,2931208.0000,2940606.0000,2929785.0000,2923292.0000,2923834.0000,2929073.0000,2918784.0000,2928904.0000,2925547.0000,2931138.0000,2930767.0000,2926810.0000,2933362.0000,2930306.0000,2931678.0000,2929735.0000,2923894.0000,2916059.0000,2926569.0000,2916540.0000,2925888.0000,2951957.0000,2934374.0000,2939845.0000,2925527.0000,2923774.0000,2923112.0000,2922842.0000,2929915.0000,2924766.0000,2921189.0000,2912613.0000,2923974.0000,2928091.0000,2932350.0000,2945926.0000,2929895.0000,2940676.0000,2934615.0000,2934825.0000,2939944.0000,2935156.0000,2926519.0000,2938292.0000,2935796.0000,2921390.0000,3537518.0000,3534683.0000,3534963.0000,3530374.0000,3522209.0000,3531406.0000,3530535.0000,3531787.0000,3532228.0000,3545183.0000,3543058.0000,3542538.0000,3531697.0000,3533039.0000,3537778.0000,3527609.0000,3536186.0000,3540844.0000,3550252.0000,3553808.0000,3537297.0000,3532218.0000,3546395.0000,3534262.0000,3539872.0000,3533991.0000,3534272.0000,3537708.0000,3531677.0000,3543810.0000,3530625.0000,3533701.0000"
